rater_id,age,gender,race,englishFirst,englishSkills,education,income,politicalParty,politicalIdeology,timeTaken,date
3e5f4419b83dcbc6,22,Male,Asian,Bilingual from birth,Expert,Undergraduate degree,"£50,000-£74,999",Conservative,Moderately Right-Wing,11.05,2026-06-04
23f08dcb07ae5c79,48,Male,White,Yes,Expert,Undergraduate degree,"Under £15,000",Labour,Centrist,19.57,2026-06-04
805b3f3a9fa63deb,51,Male,White,Yes,Expert,Postgraduate degree (Master's),Prefer not to say,Scottish National Party,Moderately Left-Wing,6.71,2026-06-04
ed150055528138c8,30,Male,Black,Yes,Expert,Postgraduate degree (Master's),"£50,000-£74,999",Labour,Centrist,9.4,2026-06-04
fb140ebfbc39e5a5,47,Female,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Conservative,Moderately Right-Wing,8.14,2026-06-04
83838daaad0353ee,25,Male,Black,Yes,Expert,Postgraduate degree (Master's),"£25,000-£34,999",Scottish National Party,Moderately Left-Wing,23.09,2026-06-04
26fd353c6c792468,24,Male,Black,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Prefer not to say,Moderately Left-Wing,4.89,2026-06-04
3af1701b2bf8313a,24,Female,White,Yes,Advanced,Vocational qualification,"Under £15,000",Labour,Moderately Left-Wing,11.13,2026-06-04
90b24fdf288bb7e0,24,Female,Black,Yes,Expert,Undergraduate degree,"Under £15,000",Greens,Centrist,11.02,2026-06-04
7ed9c525f2d7e227,55,Female,Mixed,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Labour,Centrist,7.29,2026-06-04
ee8e2f6155fc831c,44,Male,White,Yes,Expert,A-levels or equivalent,"£25,000-£34,999",Other,Centrist,7.76,2026-06-04
5b21f24911600d04,33,Male,Black,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Labour,Very Left-Wing,25.7,2026-06-04
e482fe2212fe46f9,22,Female,White,Yes,Expert,Undergraduate degree,"Under £15,000",Greens,Moderately Left-Wing,5.41,2026-06-04
381e72b06dcda512,45,Female,White,Yes,Expert,Undergraduate degree,"£15,000-£24,999",Scottish National Party,Moderately Left-Wing,7.53,2026-06-04
0e9870389458739e,71,Female,White,Yes,Expert,A-levels or equivalent,"£15,000-£24,999",Conservative,Moderately Right-Wing,10.35,2026-06-04
8353b47f89aab5a1,19,Male,White,Yes,Advanced,A-levels or equivalent,"Under £15,000",Scottish National Party,Moderately Left-Wing,8.26,2026-06-04
b15324dcf621b8dd,33,Male,White,Yes,Advanced,GCSEs or equivalent,"Under £15,000",Prefer not to say,Centrist,6.61,2026-06-04
abd1722c258c7152,26,Female,Mixed,Yes,Expert,Postgraduate degree (Master's),"£15,000-£24,999",Labour,Very Left-Wing,9.08,2026-06-04
e0aa8d943e1ef257,44,Male,White,Yes,Expert,GCSEs or equivalent,"£50,000-£74,999",Labour,Moderately Right-Wing,8.82,2026-06-04
bf93ff58e83ce57e,32,Male,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Reform UK,Moderately Right-Wing,7.44,2026-06-04
8658a0ee9b4a7df6,28,Male,White,Yes,Expert,A-levels or equivalent,"Under £15,000",Did not vote,Moderately Left-Wing,8.92,2026-06-04
4e8d633fded4a7d6,55,Female,White,Yes,Expert,GCSEs or equivalent,"Under £15,000",Reform UK,Very Right-Wing,6.38,2026-06-04
d82da4c412a8b982,34,Female,Mixed,Yes,Expert,A-levels or equivalent,"£25,000-£34,999",Did not vote,Centrist,6.63,2026-06-04
2eb86e9c79fbb85b,35,Male,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Reform UK,Centrist,13.78,2026-06-04
deefd684c802e76d,19,Female,White,Yes,Expert,Undergraduate degree,"£15,000-£24,999",Did not vote,Prefer not to say,10.93,2026-06-04
539d8553492905cf,38,Male,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Reform UK,Very Right-Wing,5.11,2026-06-04
fa470ce875d07d15,20,Male,White,Yes,Expert,A-levels or equivalent,"£15,000-£24,999",Reform UK,Centrist,5.53,2026-06-04
36a0899d2046ad19,36,Male,Black,Yes,Advanced,Undergraduate degree,"£35,000-£49,999",Liberal Democrats,Moderately Right-Wing,17.18,2026-06-04
83375b0eb1e16371,36,Female,White,Yes,Expert,Postgraduate degree (Master's),"£75,000-£99,999",Labour,Moderately Right-Wing,5.6,2026-06-04
254488e452be670e,44,Female,White,No,Advanced,Undergraduate degree,Prefer not to say,Did not vote,Moderately Left-Wing,7.05,2026-06-04
470fa8f03209497f,19,Male,Asian,Yes,Expert,A-levels or equivalent,Prefer not to say,Did not vote,Moderately Left-Wing,6.37,2026-06-04
df06b68a3517aa4f,34,Male,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Labour,Very Left-Wing,7.53,2026-06-04
26af2074023c7d2d,39,Female,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Labour,Moderately Left-Wing,9.25,2026-06-04
e6057ef4d2667bdb,25,Female,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Liberal Democrats,Centrist,8.86,2026-06-04
0174811bfb52d69f,33,Female,White,Yes,Expert,Vocational qualification,"£15,000-£24,999",Greens,Centrist,10.47,2026-06-04
72633b3a84a71cf5,30,Female,White,Yes,Expert,Undergraduate degree,"Under £15,000",Labour,Centrist,19.9,2026-06-04
49c5e9b90667bdfd,36,Male,Black,Yes,Expert,Postgraduate degree (Master's),"£75,000-£99,999",Reform UK,Very Right-Wing,12.53,2026-06-04
5191c17eed04569b,29,Female,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Reform UK,Prefer not to say,8.49,2026-06-04
2eda89baa883bc69,31,Male,Asian,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing,6.53,2026-06-04
843ba9ec2717a221,18,Male,White,Yes,Intermediate,Other,"Under £15,000",Did not vote,Prefer not to say,9.64,2026-06-04
87435b9bde236bf1,55,Male,Mixed,Yes,Expert,GCSEs or equivalent,"£15,000-£24,999",Greens,Moderately Left-Wing,10.71,2026-06-04
119bc1b2f25aeef0,28,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Did not vote,Moderately Left-Wing,5.39,2026-06-04
b95329d7b590c221,51,Male,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Liberal Democrats,Moderately Left-Wing,8.49,2026-06-04
5259adc156271da2,39,Male,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Labour,Moderately Left-Wing,10.21,2026-06-04
b50d89f884fab690,25,Female,White,Yes,Expert,GCSEs or equivalent,"£25,000-£34,999",Greens,Prefer not to say,7.07,2026-06-04
06c54d075d615c57,19,Female,Asian,Yes,Expert,A-levels or equivalent,Prefer not to say,Not eligible to vote,Prefer not to say,9.16,2026-06-04
3a6e16361d25d86c,51,Male,White,Yes,Expert,A-levels or equivalent,"£50,000-£74,999",Labour,Moderately Left-Wing,5.19,2026-06-04
3456c19a75e5bfd7,20,Male,Other,Bilingual from birth,Expert,Undergraduate degree,Prefer not to say,Prefer not to say,Prefer not to say,11.34,2026-06-04
3921d0dceb44f2db,23,Male,White,Yes,Expert,GCSEs or equivalent,"£35,000-£49,999",Labour,Moderately Left-Wing,7.18,2026-06-04
0463bd82d63530a3,26,Male,White,Yes,Expert,Postgraduate degree (Master's),"£25,000-£34,999",Labour,Very Right-Wing,13.64,2026-06-04
b18bf705a15a3382,42,Female,White,Yes,Expert,Postgraduate degree (Master's),"£50,000-£74,999",Did not vote,Moderately Right-Wing,7.07,2026-06-04
f0287314a6f55b71,28,Female,Black,Yes,Expert,Postgraduate degree (Master's),"£50,000-£74,999",Labour,Centrist,16.34,2026-06-04
fc046308d1967ef9,27,Female,White,Yes,Expert,Undergraduate degree,Prefer not to say,Labour,Very Left-Wing,12.77,2026-06-04
7b2bc6d1102b13cf,70,Male,White,Yes,Expert,A-levels or equivalent,"£25,000-£34,999",Labour,Moderately Left-Wing,7.07,2026-06-04
fc2ed9f2387b605b,21,Male,White,Yes,Expert,A-levels or equivalent,"£15,000-£24,999",Reform UK,Very Right-Wing,5.68,2026-06-04
4d1ed196e9cbed69,37,Male,Mixed,Yes,Expert,Undergraduate degree,"£75,000-£99,999",Reform UK,Centrist,6.81,2026-06-04
b1e3b304f16c602e,27,Male,Asian,No,Expert,Undergraduate degree,"£25,000-£34,999",Did not vote,Moderately Right-Wing,19.29,2026-06-04
4980b180f7ef224f,42,Male,White,Yes,Expert,Undergraduate degree,"£15,000-£24,999",Labour,Moderately Left-Wing,8.36,2026-06-04
351f8a8746c37a3e,40,Female,White,Yes,Expert,Postgraduate degree (Master's),"£25,000-£34,999",Conservative,Moderately Right-Wing,8.02,2026-06-04
d7ce47f74165170c,23,Female,White,Yes,Expert,A-levels or equivalent,"£15,000-£24,999",Reform UK,Centrist,9.11,2026-06-04
21905a93faf264b1,35,Male,White,Yes,Expert,A-levels or equivalent,"£50,000-£74,999",Labour,Moderately Left-Wing,7.18,2026-06-04
9a1820e96aca669c,60,Female,Black,Yes,Expert,Undergraduate degree,"£75,000-£99,999",Labour,Moderately Left-Wing,11.58,2026-06-04
1b14edc9b91c9767,28,Male,White,Yes,Advanced,GCSEs or equivalent,"£25,000-£34,999",Labour,Centrist,5.9,2026-06-04
20872084fa82949b,28,Male,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Scottish National Party,Very Left-Wing,9.48,2026-06-04
19f468e1e7b3e266,22,Male,White,Yes,Expert,Undergraduate degree,"£15,000-£24,999",Scottish National Party,Very Left-Wing,6.83,2026-06-04
b871dc3b7673cd07,22,Male,Black,Yes,Expert,Vocational qualification,"£25,000-£34,999",Greens,Very Left-Wing,19.48,2026-06-04
f63894cd412d41c1,55,Female,White,Yes,Advanced,GCSEs or equivalent,"£25,000-£34,999",Reform UK,Prefer not to say,8.62,2026-06-04
fa9784e22e608d36,41,Female,White,Yes,Expert,GCSEs or equivalent,"£25,000-£34,999",Scottish National Party,Moderately Left-Wing,8.79,2026-06-04
7143b975749f133a,21,Male,Asian,No,Expert,Undergraduate degree,"£50,000-£74,999",Did not vote,Very Left-Wing,7.1,2026-06-04
8f99f216e5219c73,27,Male,White,Yes,Expert,A-levels or equivalent,"£50,000-£74,999",Reform UK,Very Right-Wing,9.38,2026-06-04
1523ed0929e912a1,20,Male,Black,Yes,Expert,A-levels or equivalent,"£15,000-£24,999",Did not vote,Centrist,12.28,2026-06-04
6f345a71115b2040,28,Male,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Conservative,Moderately Right-Wing,7.8,2026-06-04
de20290f6e45a758,30,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Right-Wing,10.24,2026-06-04
e2b53a10a2ee2f56,18,Female,Asian,Yes,Expert,A-levels or equivalent,Prefer not to say,Did not vote,Moderately Left-Wing,11.47,2026-06-04
5301c83130ebc7c7,57,Male,White,Yes,Advanced,Vocational qualification,"£75,000-£99,999",Reform UK,Moderately Right-Wing,6.95,2026-06-04
74cd430a5e47499f,47,Male,White,Yes,Expert,Doctorate (PhD),"£35,000-£49,999",Other,Prefer not to say,7.26,2026-06-04
2a2ff490c6c9d149,23,Female,White,Yes,Expert,Postgraduate degree (Master's),"£15,000-£24,999",Greens,Moderately Left-Wing,7.64,2026-06-04
c8f088974a5a02a9,42,Female,Other,No,Expert,Vocational qualification,"£35,000-£49,999",Did not vote,Centrist,9.86,2026-06-04
b46a9639579cf5b3,28,Male,White,Yes,Expert,Undergraduate degree,"£50,000-£74,999",Liberal Democrats,Centrist,6.18,2026-06-04
a3a6191c0253f4cb,45,Male,White,Yes,Expert,Postgraduate degree (Master's),"£75,000-£99,999",Labour,Moderately Left-Wing,4.86,2026-06-04
cf668788d6cca881,23,Female,White,Yes,Expert,Postgraduate degree (Master's),"£25,000-£34,999",Greens,Very Left-Wing,5.83,2026-06-04
bc6b75c370184f7f,22,Female,White,Yes,Expert,Undergraduate degree,Prefer not to say,Scottish National Party,Centrist,5.85,2026-06-04
c8b225d18a22fd23,33,Male,White,Yes,Expert,Postgraduate degree (Master's),"£75,000-£99,999",Labour,Centrist,12.72,2026-06-04
6c0cd5a8191f9228,63,Male,White,Yes,Expert,Vocational qualification,"£50,000-£74,999",Conservative,Very Right-Wing,6.92,2026-06-04
335c22fc6c57adca,35,Female,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Centrist,8.09,2026-06-04
1e5e3ed40f3ab112,62,Male,White,Yes,Expert,GCSEs or equivalent,"£35,000-£49,999",Reform UK,Centrist,10.29,2026-06-04
4c4a7a7d9c25dcda,22,Female,White,Yes,Expert,Undergraduate degree,"Under £15,000",Labour,Moderately Left-Wing,5.74,2026-06-04
0840624c2e3f0199,25,Male,White,Yes,Expert,Vocational qualification,"Under £15,000",Did not vote,Moderately Left-Wing,6.82,2026-06-04
402c9c945ff67021,26,Female,White,Yes,Expert,Postgraduate degree (Master's),"£25,000-£34,999",Labour,Centrist,7.31,2026-06-04
f59f9e7bf62523cc,23,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Liberal Democrats,Moderately Right-Wing,7.62,2026-06-04
c113662eb1b02b66,18,Male,White,Yes,Expert,GCSEs or equivalent,"Under £15,000",Did not vote,Very Left-Wing,5.66,2026-06-04
cbfc9b08d9d8fc30,46,Female,Asian,Yes,Expert,Undergraduate degree,"Under £15,000",Prefer not to say,Moderately Right-Wing,5.45,2026-06-04
7a987240a71a1cf7,39,Male,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Labour,Very Left-Wing,6.1,2026-06-04
145817d4e5953c4a,22,Female,Asian,Bilingual from birth,Expert,Undergraduate degree,"Under £15,000",Not eligible to vote,Moderately Right-Wing,7.26,2026-06-04
c119eff34a8dc97c,37,Male,White,Yes,Advanced,Undergraduate degree,"£50,000-£74,999",Reform UK,Moderately Right-Wing,8.16,2026-06-04
ab2bc4a3eb9f5379,39,Male,White,Yes,Advanced,A-levels or equivalent,"£25,000-£34,999",Conservative,Prefer not to say,8.6,2026-06-04
23bbe5b13358f922,41,Female,White,Yes,Expert,Undergraduate degree,"£50,000-£74,999",Scottish National Party,Moderately Left-Wing,6.46,2026-06-04
b7a4e1d53042b17b,34,Female,White,Yes,Advanced,Undergraduate degree,Prefer not to say,Did not vote,Centrist,11.0,2026-06-04
02a0991a68a51474,24,Female,White,No,Expert,Postgraduate degree (Master's),"Under £15,000",Conservative,Moderately Right-Wing,5.67,2026-06-04
b2de7580b92ca40f,35,Female,Mixed,Yes,Expert,A-levels or equivalent,"£50,000-£74,999",Conservative,Centrist,8.9,2026-06-04
74391c222fa51b9e,54,Male,White,No,Advanced,Postgraduate degree (Master's),"£25,000-£34,999",Did not vote,Centrist,17.51,2026-06-04
c7cd5c0aef411b67,36,Male,White,Yes,Expert,Vocational qualification,"£25,000-£34,999",Labour,Moderately Left-Wing,8.26,2026-06-04
26aefc3ef1397109,63,Male,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Scottish National Party,Moderately Left-Wing,8.89,2026-06-04
41d30163de3856b3,36,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Right-Wing,9.34,2026-06-04
9bc1e2a73bf18054,44,Male,White,Yes,Expert,Undergraduate degree,"£50,000-£74,999",Labour,Centrist,12.52,2026-06-04
fc6231aed2729225,35,Female,Asian,No,Expert,Undergraduate degree,"Under £15,000",Labour,Moderately Left-Wing,11.69,2026-06-04
d8765c0d26cd066c,21,Female,White,Yes,Expert,A-levels or equivalent,"Under £15,000",Conservative,Moderately Left-Wing,9.74,2026-06-04
573432c70c333b60,32,Female,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Conservative,Centrist,8.38,2026-06-04
4a16d55a98672f0b,27,Male,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Did not vote,Centrist,7.45,2026-06-04
7b73d831a5d0bf3c,44,Female,White,Yes,Expert,Undergraduate degree,"Under £15,000",Scottish National Party,Moderately Left-Wing,6.42,2026-06-04
0d81009f08bb42ae,28,Female,White,Bilingual from birth,Expert,Doctorate (PhD),"£35,000-£49,999",Did not vote,Centrist,6.91,2026-06-04
86122d4d8247ba50,33,Male,White,Yes,Expert,A-levels or equivalent,"£25,000-£34,999",Scottish National Party,Moderately Left-Wing,6.07,2026-06-04
cf8335316351d48c,35,Male,White,Yes,Expert,A-levels or equivalent,"£25,000-£34,999",Conservative,Moderately Right-Wing,8.79,2026-06-04
e8f5fdbfb2971d9b,27,Female,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Greens,Very Left-Wing,7.84,2026-06-04
0f74d2ad149d67cd,18,Female,White,Yes,Expert,GCSEs or equivalent,"Under £15,000",Not eligible to vote,Centrist,8.69,2026-06-04
b41cda9d02ec1745,23,Male,White,Yes,Expert,A-levels or equivalent,"£25,000-£34,999",Did not vote,Moderately Left-Wing,10.68,2026-06-04
dd8e381d5082b8ed,27,Female,White,Yes,Expert,GCSEs or equivalent,"£15,000-£24,999",Prefer not to say,Moderately Left-Wing,10.43,2026-06-04
4ad937049c51ea9b,43,Male,White,Yes,Expert,Undergraduate degree,"Under £15,000",Reform UK,Very Right-Wing,5.92,2026-06-04
52a1d6635726a2b0,37,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Did not vote,Very Left-Wing,6.27,2026-06-04
246a0398d9621ecf,31,Female,Mixed,Yes,Advanced,Vocational qualification,"£15,000-£24,999",Labour,Moderately Left-Wing,10.99,2026-06-04
321a25907b263fa4,40,Male,White,Yes,Expert,GCSEs or equivalent,"£25,000-£34,999",Did not vote,Moderately Right-Wing,7.94,2026-06-04
519605aedfe87646,26,Female,White,Yes,Expert,Postgraduate degree (Master's),"£25,000-£34,999",Labour,Moderately Left-Wing,10.37,2026-06-04
6beeb98cb472f6c9,20,Female,Other,Yes,Expert,A-levels or equivalent,Prefer not to say,Greens,Centrist,6.35,2026-06-04
433e02a764f5add2,35,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing,5.54,2026-06-04
5b00e529bc28f2cb,34,Female,White,Yes,Expert,Postgraduate degree (Master's),"£50,000-£74,999",Reform UK,Very Right-Wing,9.08,2026-06-04
40c133a6db358f99,49,Male,White,Yes,Expert,A-levels or equivalent,"£25,000-£34,999",Did not vote,Moderately Left-Wing,6.64,2026-06-04
c32b88f1fc30dc6b,41,Female,White,Yes,Expert,Undergraduate degree,"£15,000-£24,999",Labour,Moderately Left-Wing,7.58,2026-06-04
01b87e2c137ddc4a,22,Male,White,Yes,Advanced,Undergraduate degree,"Under £15,000",Labour,Moderately Left-Wing,10.14,2026-06-04
65583424fdb90fd8,52,Female,White,Yes,Advanced,Vocational qualification,"£25,000-£34,999",Greens,Very Left-Wing,7.71,2026-06-04
4f24821966271354,52,Female,Asian,No,Expert,Undergraduate degree,"£25,000-£34,999",Did not vote,Centrist,10.73,2026-06-04
801f2c75d26690ab,33,Male,White,Yes,Advanced,GCSEs or equivalent,"£25,000-£34,999",Reform UK,Centrist,6.94,2026-06-04
0e968863711e8348,30,Male,White,Yes,Expert,Postgraduate degree (Master's),"£50,000-£74,999",Scottish National Party,Moderately Left-Wing,5.73,2026-06-04
ba7f2732998a73e8,36,Female,Black,Yes,Expert,Postgraduate degree (Master's),"£100,000+",Conservative,Very Right-Wing,26.01,2026-06-04
b0b40dfc942316cf,26,Male,White,Yes,Expert,Undergraduate degree,"£15,000-£24,999",Labour,Centrist,6.04,2026-06-04
57884c4c398ab830,30,Female,White,Yes,Expert,GCSEs or equivalent,"Under £15,000",Other,Moderately Right-Wing,10.04,2026-06-04
cf556dcef99140fd,36,Male,Mixed,Yes,Advanced,Undergraduate degree,"£35,000-£49,999",Did not vote,Moderately Left-Wing,10.38,2026-06-04
ced1d51d6e820494,35,Female,White,Yes,Advanced,A-levels or equivalent,"Under £15,000",Did not vote,Centrist,7.25,2026-06-04
0d28d2ae5c8463d5,37,Female,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Labour,Moderately Left-Wing,18.44,2026-06-04
6e21916328bd8599,26,Male,Black,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Conservative,Moderately Right-Wing,8.52,2026-06-04
fb0e6eb9fb041d10,24,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Liberal Democrats,Centrist,5.79,2026-06-04
1de1308042080a03,32,Female,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Did not vote,Centrist,5.77,2026-06-04
2a85ab59859fcca1,35,Female,Asian,Yes,Expert,Postgraduate degree (Master's),"Under £15,000",Labour,Moderately Left-Wing,7.62,2026-06-04
2eaeaa3b74d886c6,44,Male,White,Yes,Expert,Undergraduate degree,"£50,000-£74,999",Labour,Moderately Left-Wing,9.13,2026-06-04
a181eb5844071f3b,48,Male,White,Yes,Expert,Postgraduate degree (Master's),Prefer not to say,Prefer not to say,Centrist,10.21,2026-06-04
488b49407291290d,53,Female,Asian,Yes,Expert,Postgraduate degree (Master's),"£75,000-£99,999",Conservative,Centrist,5.58,2026-06-04
190112263d14b105,22,Male,White,Yes,Advanced,GCSEs or equivalent,"Under £15,000",Greens,Centrist,12.24,2026-06-04
b736b8b6a98bfe2e,45,Male,Prefer not to say,Yes,Expert,A-levels or equivalent,"£25,000-£34,999",Labour,Very Left-Wing,6.34,2026-06-04
