model,term,estimate,conf.low,conf.high,statistic,p,odds_ratio,or_low,or_high,p_bonferroni,significant_bonferroni
exploratory_paragraph_originality,paragraph_typeai,0.1669943443527958,0.07469877151522294,0.25928991719036865,3.5462470245389364,3.9075972286096614e-4,1.1817475817420549,1.0775595103730349,1.2960094857960447,NA,FALSE
exploratory_paragraph_originality,paragraph_originality,0.011873695703302914,0.008012755760377322,0.015734635646228505,6.027551913751742,1.664617908025717e-9,1.0119444678597669,1.0080449438020174,1.0158590768479758,3.329235816051434e-8,TRUE
exploratory_paragraph_relevance,(Intercept),-1.3223255491377737,-1.5806221694622564,-1.064028928813291,-10.033853516516679,1.0820913171617833e-23,0.26651478749279806,0.20584698664647744,0.34506277264247154,NA,FALSE
exploratory_paragraph_relevance,paragraph_typeai,0.0963578994865863,0.002601032987290336,0.19011476598588226,2.0143379324762076,0.04397406600156748,1.1011530956054874,1.0026044186083252,1.2093883863434622,NA,FALSE
exploratory_paragraph_relevance,paragraph_relevance,0.014818057208149315,0.011341987087228755,0.018294127329069876,8.355084172219012,6.538607126149974e-17,1.0149283889114147,1.0114065512873285,1.0184624899920058,1.3077214252299948e-15,TRUE
exploratory_writer_optimism,(Intercept),-0.8018649577204336,-0.963388941075465,-0.6403409743654023,-9.729988110448783,2.246192113540042e-22,0.4484917655092332,0.3815974808120129,0.5271126614923315,NA,FALSE
exploratory_writer_optimism,paragraph_typeai,0.19044916894240307,0.1049543382854553,0.27594399959935084,4.3660360415294885,1.2652161213436593e-5,1.2097928770231077,1.1106598945627673,1.3177740660852997,NA,FALSE
exploratory_writer_optimism,writer_optimism,0.01206308463365915,0.00884650512387237,0.015279664143445929,7.350420330818354,1.9758452064638646e-13,1.0121361370895572,1.0088857510948528,1.0153969950421646,3.9516904129277295e-12,TRUE
exploratory_writer_community,(Intercept),-1.218826527244815,-1.4181605114012903,-1.01949254308834,-11.984188782012389,4.300333625919701e-33,0.2955768148325674,0.24215905627220452,0.3607779730044887,NA,FALSE
exploratory_writer_community,paragraph_typeai,0.14930488487080443,0.0646001176342106,0.23400965210739827,3.454731139810676,5.508418273563854e-4,1.1610269147939833,1.0667323716199921,1.2636566890989926,NA,FALSE
exploratory_writer_community,writer_community,0.016476815558038774,0.013295053619964255,0.019658577496113293,10.149711292733707,3.323451320114616e-24,1.0166133069006185,1.0133838258194736,1.0198530797861,6.646902640229232e-23,TRUE
exploratory_writer_friendliness,(Intercept),-1.136974737177678,-1.3598827724306208,-0.9140667019247352,-9.997080337061211,1.5695641596903602e-23,0.320788023416091,0.25669086643621714,0.4008906019754018,NA,FALSE
exploratory_writer_friendliness,paragraph_typeai,0.23057157934212746,0.14920828950896436,0.31193486917529056,5.55424924798079,2.788074201882756e-8,1.2593196053284963,1.1609147703954443,1.36606571714521,NA,FALSE
exploratory_writer_friendliness,writer_friendliness,0.016709900438655362,0.012672102138626282,0.020747698738684442,8.111054741089639,5.018224012725536e-16,1.0168502917096056,1.0127527334543862,1.0209644285265018,1.0036448025451073e-14,TRUE
exploratory_writer_openness,(Intercept),-0.4059744483376163,-0.5389911206295785,-0.2729577760456541,-5.981921541675239,2.2052049449209887e-9,0.6663271929748418,0.5833364717352557,0.7611249246545235,NA,FALSE
exploratory_writer_openness,paragraph_typeai,0.32253631724666443,0.24288275266862422,0.4021898818247046,7.936362532655922,2.081968828235589e-15,1.3806250304488838,1.274919134488762,1.4950951971289776,NA,FALSE
exploratory_writer_openness,writer_openness,0.0035688599263586007,5.977021682307651e-4,0.006540017684486437,2.3542462201464054,0.018560312467662498,1.0035752358896626,1.000597880827765,1.0065614502978915,0.37120624935325,FALSE
exploratory_paragraph_hope,(Intercept),-0.7289977249545554,-0.8701269990808281,-0.5878684508282827,-10.124117016602554,4.318588998612521e-24,0.48239223757814015,0.41889834616441585,0.5555101207878967,NA,FALSE
exploratory_paragraph_hope,paragraph_typeai,0.1837674795819187,0.09811101615063192,0.2694239430132055,4.2049090877910595,2.6118712144914168e-5,1.2017363623659967,1.103085238588232,1.3092100538676044,NA,FALSE
exploratory_paragraph_hope,paragraph_hope,0.011614091783178265,0.008642991204251296,0.014585192362105235,7.661538545555744,1.8371871974978085e-14,1.0116817972056031,1.0086804496927528,1.0146920752840212,3.674374394995617e-13,TRUE
exploratory_paragraph_excitement,(Intercept),-0.5395240428010779,-0.6700928592422712,-0.40895522635988457,-8.098776733262504,5.551455988887985e-16,0.5830256816168518,0.5116610631218675,0.6643439767544567,NA,FALSE
exploratory_paragraph_excitement,paragraph_typeai,0.2426261980351553,0.1587718888511618,0.3264805072191488,5.671009808349361,1.4195826967606474e-8,1.27459209003169,1.172070553823679,1.386081230921997,NA,FALSE
exploratory_paragraph_excitement,paragraph_excitement,0.010130012441873337,0.00616117424134382,0.014098850642402854,5.002587292766288,5.656595422067361e-7,1.010181494709733,1.00618019331524,1.0141987081773873,1.1313190844134722e-5,TRUE
exploratory_paragraph_fear,(Intercept),-0.22316918836528943,-0.35670023531535433,-0.0896381414152245,-3.2756694540002615,0.0010541185565535957,0.7999794906220373,0.6999822962602416,0.9142619589595526,NA,FALSE
exploratory_paragraph_fear,paragraph_typeai,0.3091432898161241,0.22945822272289215,0.388828356909356,7.60380503153638,2.875483595016682e-14,1.3622575541536217,1.2579183137235619,1.4752513129055398,NA,FALSE
exploratory_paragraph_fear,paragraph_fear,-0.0016319166131791788,-0.004652800243668598,0.0013889670173102403,-1.05879543168155,0.28969295462774114,0.9983694142386922,0.9953580072631646,1.001389932078759,1,FALSE
exploratory_paragraph_disgust,(Intercept),-0.16209360029627276,-0.278472783757939,-0.04571441683460653,-2.72984918140254,0.0063363306168708715,0.8503616067167735,0.7569388685010378,0.9553147450466024,NA,FALSE
exploratory_paragraph_disgust,paragraph_typeai,0.29125125065909047,0.21048164483060472,0.3720208564875762,7.067534326665501,1.5771074227159698e-12,1.3381007404114584,1.2342723977353216,1.4506632367174206,NA,FALSE
exploratory_paragraph_disgust,paragraph_disgust,-0.003905732064303688,-0.006640651453153906,-0.0011708126754534703,-2.799020040775962,0.005125795601258127,0.9961018853867075,0.9933813489467739,0.9988298724582931,0.10251591202516255,FALSE
exploratory_paragraph_anger,(Intercept),-0.17914223866606233,-0.2966921311559539,-0.06159234617617078,-2.9869217951479956,0.0028180180001748365,0.835986981266797,0.7432728076807691,0.9402661117500939,NA,FALSE
exploratory_paragraph_anger,paragraph_typeai,0.2943780986777117,0.21352044820242827,0.3752357491529951,7.135632408983504,9.634316487355416e-13,1.3422913263085925,1.2380288134730497,1.4553344680475016,NA,FALSE
exploratory_paragraph_anger,paragraph_anger,-0.0030519481576817948,-0.005600138626981371,-5.037576883822185e-4,-2.347433813840409,0.01890323127059801,0.9969527043018716,0.9944155129187675,0.9994963691762182,0.3780646254119602,FALSE
exploratory_writer_affect_x,(Intercept),-0.5325786851390255,-0.6775875030431718,-0.3875698672348792,-7.198424598538431,6.091221400680136e-13,0.5870890981080317,0.5078406797955467,0.6787042134081605,NA,FALSE
exploratory_writer_affect_x,paragraph_typeai,0.267759713136197,0.18563504644371656,0.3498843798286775,6.390277311235339,1.6558518530205043e-10,1.307033039409396,1.203982782389843,1.4189034852448696,NA,FALSE
exploratory_writer_affect_x,writer_affect_x,0.006348649467684364,0.0033398221561735044,0.009357476779195224,4.13553953712369,3.541216361459082e-5,1.0063688448579138,1.0033454055763373,1.0094013948455727,7.082432722918164e-4,TRUE
exploratory_writer_affect_y,(Intercept),-0.32802987684301227,-0.558275491989678,-0.09778426169634655,-2.792351741664531,0.0052326440618915395,0.7203414978539538,0.5721949683107277,0.9068445237510305,NA,FALSE
exploratory_writer_affect_y,paragraph_typeai,0.3175355947472114,0.2359782645150536,0.39909292497936916,7.630930631771053,2.330650697400172e-14,1.3737381418570016,1.2661467895533098,1.490472114262918,NA,FALSE
exploratory_writer_affect_y,writer_affect_y,0.0011090128396491375,-0.00387054634702355,0.006088572026321825,0.436509566935624,0.6624670595618126,1.0011096280217824,0.9961369345626405,1.0061071450562586,1,FALSE
